licenseNumber,licenseType,licenseStatus,businessDbaName,businessLegalName,premiseCounty,issueDate,expirationDate,licenseTerm,licenseDesignation,businessOwnerName,businessEmail,businessPhone,activity,licenseStatusDate,businessStructure
CCL19-0003585,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,"Valley Crest Farms, LLC",Santa Barbara,7/12/2019 0:00,7/12/2023 0:00,Provisional,Adult-Use,"Fredrick Fagundes, Lloyd Fagundes, Marc Garcia, Michael Fagundes, Philip Fagundes, Ralph Fagundes",Data Not Available,(209) 201-2889,Data Not Available,8/11/2023 0:00,Limited Liability Company
CCL19-0003586,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,"Valley Crest Farms, LLC",Santa Barbara,7/12/2019 0:00,7/12/2023 0:00,Provisional,Adult-Use,"Fredrick Fagundes, Lloyd Fagundes, Marc Garcia, Michael Fagundes, Philip Fagundes, Ralph Fagundes",Data Not Available,(209) 201-2889,Data Not Available,8/11/2023 0:00,Limited Liability Company
CCL19-0003587,Cultivation -  Small Outdoor,Active,Data Not Available,Pimpermill Farms LLC,Mendocino,1/14/2020 0:00,1/14/2024 0:00,Provisional,Adult-Use,Justin Whitmire,Data Not Available,(707) 367-2184,Data Not Available,11/15/2023 0:00,Limited Liability Company
CCL19-0003588,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,"Valley Crest Farms, LLC",Santa Barbara,7/12/2019 0:00,7/12/2023 0:00,Provisional,Adult-Use,"Fredrick Fagundes, Lloyd Fagundes, Marc Garcia, Michael Fagundes, Philip Fagundes, Ralph Fagundes",Data Not Available,(209) 201-2889,Data Not Available,8/11/2023 0:00,Limited Liability Company
CCL19-0003590,Cultivation -  Small Mixed-Light Tier 1,Active,Data Not Available,"Valley Crest Farms, LLC",Santa Barbara,7/12/2019 0:00,7/12/2024 0:00,Annual,Adult-Use,"Fredrick Fagundes, Lloyd Fagundes, Marc Garcia, Michael Fagundes, Philip Fagundes, Ralph Fagundes, Richard Palmer",Data Not Available,(559) 470-9970,Data Not Available,7/12/2023 0:00,Limited Liability Company
CCL19-0003591,Cultivation -  Small Mixed-Light Tier 1,Active,Data Not Available,"Valley Crest Farms, LLC",Santa Barbara,7/12/2019 0:00,7/12/2024 0:00,Annual,Adult-Use,"Fredrick Fagundes, Lloyd Fagundes, Marc Garcia, Michael Fagundes, Philip Fagundes, Ralph Fagundes, Richard Palmer",Data Not Available,(559) 470-9970,Data Not Available,7/12/2023 0:00,Limited Liability Company
CCL19-0003592,Cultivation -  Specialty Outdoor,Active,Data Not Available,Sun Rea Farms LLC,Humboldt,4/2/2020 0:00,4/2/2024 0:00,Annual,Adult-Use,"Lucas Rea, Sarah Rea",Data Not Available,(707) 223-2666,Data Not Available,3/15/2023 0:00,Limited Liability Company
CCL19-0003593,Cultivation -  Small Mixed-Light Tier 1,Active,Data Not Available,"Valley Crest Farms, LLC",Santa Barbara,7/12/2019 0:00,7/12/2024 0:00,Annual,Adult-Use,"Fredrick Fagundes, Lloyd Fagundes, Marc Garcia, Michael Fagundes, Philip Fagundes, Ralph Fagundes, Richard Palmer",Data Not Available,(559) 470-9970,Data Not Available,7/12/2023 0:00,Limited Liability Company
CCL19-0003595,Cultivation -  Small Outdoor,Active,Data Not Available,Pimpermill Farms LLC,Mendocino,1/14/2020 0:00,1/14/2024 0:00,Provisional,Adult-Use,Justin Whitmire,Data Not Available,(707) 367-2184,Data Not Available,11/15/2023 0:00,Limited Liability Company
CCL19-0003596,Cultivation -  Small Mixed-Light Tier 1,Active,Data Not Available,"Valley Crest Farms, LLC",Santa Barbara,7/12/2019 0:00,7/12/2024 0:00,Annual,Adult-Use,"Fredrick Fagundes, Lloyd Fagundes, Marc Garcia, Michael Fagundes, Philip Fagundes, Ralph Fagundes, Richard Palmer",Data Not Available,(559) 470-9970,Data Not Available,7/12/2023 0:00,Limited Liability Company
CCL19-0003597,Cultivation -  Small Mixed-Light Tier 1,Active,Data Not Available,"Valley Crest Farms, LLC",Santa Barbara,7/12/2019 0:00,7/12/2024 0:00,Annual,Adult-Use,"Fredrick Fagundes, Lloyd Fagundes, Marc Garcia, Michael Fagundes, Philip Fagundes, Ralph Fagundes, Richard Palmer",Data Not Available,(559) 470-9970,Data Not Available,7/12/2023 0:00,Limited Liability Company
CCL19-0003598,Cultivation -  Small Mixed-Light Tier 1,Active,Data Not Available,"Valley Crest Farms, LLC",Santa Barbara,7/12/2019 0:00,7/12/2024 0:00,Annual,Adult-Use,"Fredrick Fagundes, Lloyd Fagundes, Marc Garcia, Michael Fagundes, Philip Fagundes, Ralph Fagundes, Richard Palmer",Data Not Available,(559) 470-9970,Data Not Available,7/12/2023 0:00,Limited Liability Company
CCL19-0003599,Cultivation -  Small Mixed-Light Tier 2,Active,Data Not Available,"Keget Farms, Inc.",Humboldt,12/31/2019 0:00,12/31/2024 0:00,Annual,Adult-Use,Randy Sundberg,Data Not Available,(707) 407-5986,Data Not Available,12/29/2023 0:00,Corporation
CCL19-0003601,Cultivation -  Specialty Outdoor,Active,Data Not Available,"Neukom Family Farm 2, LLC",Humboldt,9/18/2019 0:00,9/18/2024 0:00,Annual,Adult-Use,"Amy Neukom, John Neukom",Data Not Available,(707) 601-6835,Data Not Available,9/19/2023 0:00,Limited Liability Company
CCL19-0003603,Cultivation -  Medium Outdoor,Expired,Data Not Available,The Hempire Company,Humboldt,9/24/2019 0:00,9/24/2021 0:00,Annual,Adult-Use,David Baker,Data Not Available,(509) 262-4442,Data Not Available,10/24/2021 0:00,Limited Liability Company
CCL19-0003606,Cultivation -  Small Mixed-Light Tier 1,Active,Data Not Available,Creation Culture LLC,Mendocino,2/3/2020 0:00,2/3/2024 0:00,Provisional,Adult-Use,"Carlos Sanchez, Jonah Ross",Data Not Available,(870) 656-0119,Data Not Available,12/5/2023 0:00,Limited Liability Company
CCL19-0003610,Cultivation -  Small Outdoor,Expired,Data Not Available,"La Grange Gardens, Inc.",Trinity,11/21/2019 0:00,11/21/2022 0:00,Annual,Adult-Use,Joseph Taylor,Data Not Available,(530) 354-4166,Data Not Available,12/21/2022 0:00,Corporation
CCL19-0003611,Cultivation -  Specialty Indoor,Expired,Data Not Available,TGB Consulting LLC,Los Angeles,2/6/2020 0:00,2/6/2023 0:00,Provisional,Medicinal,"Amir Niruyi, Anthony Yorlano, Eden Shar, Paloma Ruiz",Data Not Available,(818) 400-5458,Data Not Available,3/8/2023 0:00,Limited Liability Company
CCL19-0003614,Cultivation -  Small Mixed-Light Tier 1,Active,Data Not Available,PINNACLE FARMS,Mendocino,11/21/2019 0:00,11/21/2024 0:00,Provisional,Adult-Use,JAMES BROWN,Data Not Available,(707) 272-2239,Data Not Available,10/6/2023 0:00,Corporation
CCL19-0003615,Cultivation -  Specialty Mixed-Light Tier 1,Expired,Data Not Available,YDOC Farms LLC,Mendocino,1/25/2020 0:00,1/25/2022 0:00,Provisional,Adult-Use,Cody Bass,Data Not Available,(530) 542-0420,Data Not Available,2/24/2022 0:00,Limited Liability Company
CCL19-0003616,Cultivation -  Medium Indoor,Expired,Data Not Available,Hayden RP LLC,Sonoma,9/9/2019 0:00,9/9/2023 0:00,Provisional,Adult-Use,Joel Feldman,Data Not Available,(773) 412-6184,Data Not Available,10/9/2023 0:00,Limited Liability Company
CCL19-0003620,Cultivation -  Nursery,Active,Data Not Available,"Sanctuary Farms, LLC",Nevada,3/18/2020 0:00,3/18/2024 0:00,Provisional,Medicinal,"Elizabeth Pires, Jane Baylis-Garcia",Data Not Available,(530) 933-4878,Data Not Available,2/27/2023 0:00,Limited Liability Company
CCL19-0003621,Cultivation -  Small Outdoor,Expired,Data Not Available,Ridge Top Farms LLC,Nevada,11/13/2019 0:00,11/13/2022 0:00,Provisional,Medicinal,"Clyde Bender, Daniel Curasi",Data Not Available,(530) 559-1568,Data Not Available,12/13/2022 0:00,Limited Liability Company
CCL19-0003622,Cultivation -  Small Outdoor,Active,Data Not Available,"Blackhart Industries, LLC",Mendocino,7/15/2020 0:00,7/15/2024 0:00,Provisional,Adult-Use,"Ronald Hart, soren gregson",Data Not Available,(707) 391-1375,Data Not Available,7/4/2023 0:00,Limited Liability Company
CCL19-0003624,Cultivation -  Medium Outdoor,Expired,Data Not Available,"PV Farms, LLC",Humboldt,12/9/2019 0:00,12/9/2022 0:00,Provisional,Adult-Use,Jake Perkins,Data Not Available,(707) 923-2517,Data Not Available,1/8/2023 0:00,Limited Liability Company
CCL19-0003626,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,Supreme Consulting Group LLC,Trinity,12/20/2019 0:00,12/20/2022 0:00,Provisional,Adult-Use,Danielle Popov,Data Not Available,(602) 300-8600,Data Not Available,1/19/2023 0:00,Limited Liability Company
CCL19-0003629,Cultivation -  Nursery,Active,Data Not Available,Medicinal Organic,Alameda,2/26/2020 0:00,2/26/2024 0:00,Provisional,Adult-Use,Alexis Bronson,Data Not Available,(707) 980-0456,Data Not Available,12/28/2023 0:00,Sole Proprietorship
CCL19-0003632,Cultivation -  Small Outdoor,Expired,Data Not Available,California Clean Cannabis,Yolo,11/2/2019 0:00,11/2/2022 0:00,Provisional,Adult-Use,"JOHN KARLONAS, JORDAN KARLONAS",Data Not Available,(530) 796-0554,Data Not Available,12/2/2022 0:00,Corporation
CCL19-0003635,Cultivation -  Small Outdoor,Active,Data Not Available,"Blended Science, LLC",Nevada,6/30/2020 0:00,6/30/2024 0:00,Provisional,Medicinal,David Ognibene,Data Not Available,(720) 635-7288,Data Not Available,7/6/2023 0:00,Limited Liability Company
CCL19-0003636,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,Total Freedom Farms,Mendocino,6/5/2020 0:00,6/5/2022 0:00,Provisional,Adult-Use,"Carl Hulbert, Sarah Scudder",Data Not Available,(707) 832-2018,Data Not Available,7/5/2022 0:00,General Partnership
CCL19-0003637,Cultivation -  Specialty Outdoor,Expired,Data Not Available,Santa Cruz Ocean Grown,Santa Cruz,8/22/2019 0:00,8/22/2020 0:00,Provisional,Adult-Use,"Neil Gavande, Paul Webb",Data Not Available,(650) 709-7067,Data Not Available,9/21/2020 0:00,Limited Liability Company
CCL19-0003639,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,Honey Bearz Farm LLC,Nevada,11/8/2019 0:00,11/8/2021 0:00,Provisional,Medicinal,priscilla ly,Data Not Available,(916) 588-5358,Data Not Available,12/8/2021 0:00,Limited Liability Company
CCL19-0003640,Cultivation -  Specialty Outdoor,Active,Data Not Available,"Planetary Pulse, Inc",Trinity,8/10/2020 0:00,8/10/2024 0:00,Annual,Adult-Use,Robert Carlson,Data Not Available,(209) 403-4209,Data Not Available,8/9/2023 0:00,Corporation
CCL19-0003642,Cultivation -  Small Indoor,Expired,Data Not Available,Leshem Enterprises LLC,Los Angeles,12/10/2019 0:00,12/10/2022 0:00,Provisional,Adult-Use,Elior Maimon,Data Not Available,(818) 633-1722,Data Not Available,1/9/2023 0:00,Limited Liability Company
CCL19-0003643,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,"00G, LLC",Trinity,12/19/2019 0:00,12/19/2022 0:00,Provisional,Adult-Use,Drew Plebani,Data Not Available,(530) 913-9790,Data Not Available,1/18/2023 0:00,Limited Liability Company
CCL19-0003644,Cultivation -  Specialty Outdoor,Expired,Data Not Available,"Rabbit Ridge Ranch, LLC",Humboldt,9/12/2019 0:00,9/12/2020 0:00,Provisional,Adult-Use,"Rhiannon Yard, Richard McLennan",Data Not Available,(714) 348-2170,Data Not Available,10/12/2020 0:00,Limited Liability Company
CCL19-0003645,Cultivation -  Small Outdoor,Active,Data Not Available,Rock Creek Ranch LLC,Nevada,12/4/2019 0:00,12/4/2024 0:00,Annual,Adult-Use,"Christopher Hennis, Rodney Hennis",Data Not Available,(805) 218-6835,Data Not Available,12/8/2023 0:00,Limited Liability Company
CCL19-0003647,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,"Doc's Family Farms, LLC",Trinity,3/27/2020 0:00,3/27/2023 0:00,Provisional,Adult-Use,Brian Coll,Data Not Available,(630) 605-6267,Data Not Available,4/26/2023 0:00,Limited Liability Company
CCL19-0003649,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,Calinola Inc,Humboldt,4/10/2020 0:00,4/10/2023 0:00,Annual,Adult-Use,Matthew Gresham,Data Not Available,(707) 683-6030,Data Not Available,5/10/2023 0:00,Corporation
CCL19-0003650,Cultivation -  Small Mixed-Light Tier 2,Expired,Data Not Available,Rabbit Ridge Ranch,Humboldt,9/12/2019 0:00,9/12/2020 0:00,Provisional,Adult-Use,"Rhiannon Yard, Richard McLennan",Data Not Available,(714) 348-2170,Data Not Available,10/12/2020 0:00,Limited Liability Company
CCL19-0003651,Cultivation -  Specialty Indoor,Active,Data Not Available,"Care Evolution, Inc.",Los Angeles,12/2/2019 0:00,12/2/2024 0:00,Provisional,Adult-Use,Julia Perlman,Data Not Available,(818) 850-6492,Data Not Available,12/1/2023 0:00,Corporation
CCL19-0003652,Cultivation -  Medium Mixed-Light Tier 1,Active,Data Not Available,GreenAppleGlen,Humboldt,12/24/2019 0:00,12/24/2024 0:00,Provisional,Adult-Use,"Janice Belt, Shawn Richter",Data Not Available,(480) 678-5775,Data Not Available,12/19/2023 0:00,Limited Liability Company
CCL19-0003654,Cultivation -  Specialty Indoor,Active,Data Not Available,"Chase Medical Assisting and Supplies, Inc.",Los Angeles,12/5/2019 0:00,12/5/2024 0:00,Provisional,Adult-Use,"Alexey Shkavrov, Cameron Robinson",Data Not Available,(661) 645-0123,Data Not Available,12/4/2023 0:00,Corporation
CCL19-0003655,Cultivation -  Small Outdoor,Active,Data Not Available,GreenAppleGlen,Humboldt,12/24/2019 0:00,12/24/2024 0:00,Provisional,Adult-Use,"Janice Belt, Shawn Richter",Data Not Available,(480) 678-5775,Data Not Available,12/19/2023 0:00,Limited Liability Company
CCL19-0003657,Cultivation -  Specialty Mixed-Light Tier 1,Active,Data Not Available,"Humboldt Cheeba Works, LLC",Humboldt,1/14/2020 0:00,1/14/2024 0:00,Annual,Adult-Use,"Christopher Hand, Joshua Monschke, Nathan Monschke",Data Not Available,(949) 565-5988,Data Not Available,11/15/2023 0:00,Limited Liability Company
CCL19-0003658,Cultivation -  Specialty Mixed-Light Tier 1,Active,Data Not Available,Ladybug Herbal Sanctuary,Humboldt,1/7/2020 0:00,1/7/2025 0:00,Annual,Adult-Use,Nathan Whittington,Data Not Available,(415) 335-0493,Data Not Available,1/5/2024 0:00,Limited Liability Company
CCL19-0003659,Cultivation -  Specialty Mixed-Light Tier 1,Expired,Data Not Available,Emerald Honey,Humboldt,5/6/2020 0:00,5/6/2023 0:00,Annual,Adult-Use,Brian Ayala,Data Not Available,(707) 223-5282,Data Not Available,6/5/2023 0:00,Corporation
CCL19-0003661,Cultivation -  Specialty Outdoor,Expired,Data Not Available,Calinola Inc,Humboldt,4/10/2020 0:00,4/10/2023 0:00,Annual,Adult-Use,Matthew Gresham,Data Not Available,(707) 683-6030,Data Not Available,5/10/2023 0:00,Corporation
CCL19-0003669,Cultivation -  Small Outdoor,Active,Data Not Available,D and N Inc,Humboldt,7/24/2019 0:00,7/24/2024 0:00,Annual,Adult-Use,Darin Kanev,Data Not Available,(443) 468-4477,Data Not Available,7/23/2023 0:00,Corporation
CCL19-0003690,Cultivation -  Specialty Outdoor,Active,Data Not Available,Legacy Gardens LLC,Nevada,10/5/2019 0:00,10/5/2024 0:00,Annual,Medicinal,Andrea Wilson,Data Not Available,(530) 913-1831,Data Not Available,10/16/2023 0:00,Limited Liability Company
CCL19-0003699,Cultivation -  Medium Mixed-Light Tier 1,Revoked,Data Not Available,"Mad Medicine, Inc.",Humboldt,8/22/2019 0:00,8/22/2021 0:00,Provisional,Adult-Use,"Doug Hopkins, Matt Gray",Data Not Available,(513) 226-4692,Data Not Available,9/28/2020 0:00,Corporation
CCL19-0003706,Cultivation -  Small Indoor,Expired,Data Not Available,High Desert Cultivation Center LLC,Los Angeles,12/20/2019 0:00,12/20/2022 0:00,Annual,Adult-Use,Osman Kassem,Data Not Available,(661) 609-8121,Data Not Available,1/19/2023 0:00,Limited Liability Company
CCL19-0003709,Cultivation -  Small Mixed-Light Tier 2,Expired,Data Not Available,"AgVentures Properties, LLC",Mendocino,12/23/2019 0:00,12/23/2021 0:00,Provisional,Adult-Use,"Elia Tasca, Ken Sorenson",Data Not Available,(805) 331-3551,Data Not Available,1/22/2022 0:00,Limited Liability Company
CCL19-0003714,Cultivation -  Specialty Outdoor,Active,Data Not Available,Dustin Silva sole proprietorship,Humboldt,12/21/2019 0:00,12/21/2024 0:00,Provisional,Adult-Use,Dustin Silva,Data Not Available,(707) 502-4298,Data Not Available,12/19/2023 0:00,Sole Proprietorship
CCL19-0003717,Cultivation -  Nursery,Expired,Data Not Available,Midnight Farms LLC,Sacramento,4/28/2020 0:00,4/28/2021 0:00,Provisional,Adult-Use,Matthew Calhoun,Data Not Available,(510) 499-6352,Data Not Available,5/28/2021 0:00,Limited Liability Company
CCL19-0003734,Cultivation -  Small Indoor,Active,Data Not Available,Venice Alternative Healing Collective Co-Op,Los Angeles,7/30/2019 0:00,7/30/2024 0:00,Provisional,Adult-Use,"Michael Wu, Pui Sze, Richard Meng",Data Not Available,(626) 945-0000,Data Not Available,11/24/2023 0:00,Corporation
CCL19-0003736,Cultivation -  Small Indoor,Active,Data Not Available,"Walibe Solutions, Inc.",Los Angeles,2/19/2020 0:00,2/19/2024 0:00,Provisional,Adult-Use,"Amy Ramirez, Peter Walsh",Data Not Available,(323) 684-4272,Data Not Available,12/21/2023 0:00,Corporation
CCL19-0003738,Cultivation -  Nursery,Active,Data Not Available,Dos Rios Farms,Mendocino,1/22/2020 0:00,1/22/2024 0:00,Provisional,Adult-Use,"Leslie Hines, Mark Thies",Data Not Available,(707) 983-8305,Data Not Available,11/23/2023 0:00,Corporation
CCL19-0003739,Cultivation -  Small Outdoor,Active,Data Not Available,MendoTraits,Mendocino,10/9/2019 0:00,10/9/2024 0:00,Annual,Medicinal,Miguel Berkstrom,Data Not Available,(707) 937-0568,Data Not Available,10/9/2023 0:00,Corporation
CCL19-0003741,Cultivation -  Small Outdoor,Active,Data Not Available,George McBride LLC,Mendocino,1/31/2020 0:00,1/31/2024 0:00,Provisional,Adult-Use,George Mcbride,Data Not Available,(707) 561-2020,Data Not Available,12/2/2023 0:00,Limited Liability Company
CCL19-0003745,Cultivation -  Medium Outdoor,Expired,Data Not Available,Xotics LLC,Santa Barbara,9/26/2019 0:00,9/26/2021 0:00,Provisional,Adult-Use,"Glen Rodney Williams, Scott Steger",Data Not Available,(805) 757-4058,Data Not Available,10/26/2021 0:00,Limited Liability Company
CCL19-0003746,Cultivation -  Small Indoor,Active,Data Not Available,Xotics LLC,Santa Barbara,9/26/2019 0:00,9/26/2024 0:00,Annual,Adult-Use,"Glen Rodney Williams, Scott Steger",Data Not Available,(805) 757-4058,Data Not Available,10/2/2023 0:00,Limited Liability Company
CCL19-0003747,Cultivation -  Specialty Cottage Mixed-Light Tier 1,Expired,Data Not Available,West End Farms LLC,Humboldt,12/27/2019 0:00,12/27/2022 0:00,Provisional,Adult-Use,Scott Raymond,Data Not Available,(805) 450-9744,Data Not Available,1/26/2023 0:00,Limited Liability Company
CCL19-0003748,Cultivation -  Small Outdoor,Expired,Data Not Available,Bubba's Bud Farm LLC,Humboldt,12/4/2019 0:00,12/4/2021 0:00,Provisional,Adult-Use,Gerald Smith,Data Not Available,(707) 223-6960,Data Not Available,1/3/2022 0:00,Limited Liability Company
CCL19-0003749,Cultivation -  Specialty Mixed-Light Tier 1,Expired,Data Not Available,Bubba's Bud Farm LLC,Humboldt,12/4/2019 0:00,12/4/2021 0:00,Provisional,Adult-Use,Gerald Smith,Data Not Available,(707) 223-6960,Data Not Available,1/3/2022 0:00,Limited Liability Company
CCL19-0003750,Cultivation -  Small Mixed-Light Tier 1,Canceled,Data Not Available,"Ceres Farm, LLC",Santa Barbara,6/10/2019 0:00,6/10/2023 0:00,Provisional,Medicinal,Alex Van Wingerden,Data Not Available,(805) 455-5926,Data Not Available,7/17/2023 0:00,Limited Liability Company
CCL19-0003751,Cultivation -  Small Mixed-Light Tier 1,Canceled,Data Not Available,"Ceres Farm, LLC",Santa Barbara,6/10/2019 0:00,6/10/2023 0:00,Provisional,Medicinal,Alex Van Wingerden,Data Not Available,(805) 455-5926,Data Not Available,7/17/2023 0:00,Limited Liability Company
CCL19-0003752,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,"Ceres Farm, LLC",Santa Barbara,6/18/2019 0:00,6/18/2023 0:00,Provisional,Medicinal,Alex Van Wingerden,Data Not Available,(805) 455-5926,Data Not Available,7/18/2023 0:00,Limited Liability Company
CCL19-0003754,Cultivation -  Small Mixed-Light Tier 1,Canceled,Data Not Available,"Ceres Farm, LLc",Santa Barbara,6/18/2019 0:00,6/18/2023 0:00,Provisional,Medicinal,Alex Van Wingerden,Data Not Available,(805) 455-5926,Data Not Available,7/17/2023 0:00,Limited Liability Company
CCL19-0003756,Cultivation -  Small Mixed-Light Tier 1,Canceled,Data Not Available,"Ceres Farm, LLC",Santa Barbara,6/10/2019 0:00,6/10/2023 0:00,Provisional,Medicinal,Alex Van Wingerden,Data Not Available,(805) 455-5926,Data Not Available,7/17/2023 0:00,Limited Liability Company
CCL19-0003757,Cultivation -  Small Mixed-Light Tier 1,Canceled,Data Not Available,"Ceres Farm, LLC",Santa Barbara,6/10/2019 0:00,6/10/2023 0:00,Provisional,Medicinal,Alex Van Wingerden,Data Not Available,(805) 455-5926,Data Not Available,7/17/2023 0:00,Limited Liability Company
CCL19-0003758,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,"Ceres Farm, LLC",Santa Barbara,6/10/2019 0:00,6/10/2023 0:00,Provisional,Medicinal,Alex Van Wingerden,Data Not Available,(805) 455-5926,Data Not Available,7/10/2023 0:00,Limited Liability Company
CCL19-0003759,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,"Ceres Farm, LLC",Santa Barbara,6/10/2019 0:00,6/10/2023 0:00,Provisional,Medicinal,Alex Van Wingerden,Data Not Available,(805) 455-5926,Data Not Available,7/10/2023 0:00,Limited Liability Company
CCL19-0003760,Cultivation -  Specialty Indoor,Active,Data Not Available,Pacific West Distributors,Los Angeles,12/17/2019 0:00,12/17/2024 0:00,Provisional,Adult-Use,Stephen Brown,Data Not Available,(323) 285-0722,Data Not Available,12/11/2023 0:00,Corporation
CCL19-0003762,Cultivation -  Small Mixed-Light Tier 1,Canceled,Data Not Available,"Ceres Farm, LLC",Santa Barbara,6/10/2019 0:00,6/10/2023 0:00,Provisional,Medicinal,Alex Van Wingerden,Data Not Available,(805) 455-5926,Data Not Available,7/17/2023 0:00,Limited Liability Company
CCL19-0003763,Cultivation -  Specialty Indoor,Active,Data Not Available,Pacific West Distributors,Los Angeles,12/17/2019 0:00,12/17/2023 0:00,Provisional,Adult-Use,Stephen Brown,Data Not Available,(323) 285-0722,Data Not Available,12/11/2023 0:00,Corporation
CCL19-0003764,Cultivation -  Small Mixed-Light Tier 1,Canceled,Data Not Available,"Ceres Farm, LLC",Santa Barbara,6/10/2019 0:00,6/10/2023 0:00,Provisional,Medicinal,Alex Van Wingerden,Data Not Available,(805) 455-5926,Data Not Available,7/17/2023 0:00,Limited Liability Company
CCL19-0003765,Cultivation -  Specialty Indoor,Active,Data Not Available,Pacific West Distributors,Los Angeles,12/17/2019 0:00,12/17/2023 0:00,Provisional,Adult-Use,Stephen Brown,Data Not Available,(323) 285-0722,Data Not Available,12/11/2023 0:00,Corporation
CCL19-0003766,Cultivation -  Medium Outdoor,Expired,Data Not Available,"Cherry Barn, LLC",Mendocino,4/20/2020 0:00,4/20/2022 0:00,Provisional,Adult-Use,"Bridget Hiles, Cristina McDonald",Data Not Available,(530) 386-4148,Data Not Available,5/20/2022 0:00,Limited Liability Company
CCL19-0003767,Cultivation -  Small Mixed-Light Tier 1,Canceled,Data Not Available,"Ceres Farm, LLC",Santa Barbara,6/10/2019 0:00,6/10/2023 0:00,Provisional,Medicinal,Alex Van Wingerden,Data Not Available,(805) 455-5926,Data Not Available,7/17/2023 0:00,Limited Liability Company
CCL19-0003770,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,"Ceres Farm, LLC",Santa Barbara,7/12/2019 0:00,7/12/2023 0:00,Provisional,Medicinal,Alex Van Wingerden,Data Not Available,(805) 455-5926,Data Not Available,8/11/2023 0:00,Limited Liability Company
CCL19-0003771,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,"Ceres Farm, LLC",Santa Barbara,7/12/2019 0:00,7/12/2023 0:00,Provisional,Medicinal,Alex Van Wingerden,Data Not Available,(805) 455-5926,Data Not Available,8/11/2023 0:00,Limited Liability Company
CCL19-0003772,Cultivation -  Specialty Indoor,Expired,Data Not Available,THE NATURAL WAY OF L.A.,Los Angeles,11/8/2019 0:00,11/8/2022 0:00,Provisional,Adult-Use,paul park,Data Not Available,(213) 380-9200,Data Not Available,12/8/2022 0:00,Corporation
CCL19-0003773,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,"Ceres Farm, LLC",Santa Barbara,7/12/2019 0:00,7/12/2023 0:00,Provisional,Medicinal,Alex Van Wingerden,Data Not Available,(805) 455-5926,Data Not Available,8/11/2023 0:00,Limited Liability Company
CCL19-0003774,Cultivation -  Small Outdoor,Active,Data Not Available,Mendo Sun Botanicals,Mendocino,1/31/2020 0:00,1/31/2024 0:00,Provisional,Adult-Use,Jamedean Allen,Data Not Available,(707) 354-4005,Data Not Available,12/2/2023 0:00,Sole Proprietorship
CCL19-0003775,Cultivation -  Specialty Mixed-Light Tier 1,Expired,Data Not Available,Santa Cruz Ocean Grown,Santa Cruz,9/8/2019 0:00,9/8/2020 0:00,Provisional,Adult-Use,"Neil Gavande, Paul Webb",Data Not Available,(650) 709-7067,Data Not Available,10/8/2020 0:00,Limited Liability Company
CCL19-0003776,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,"Ceres Farm, LLC",Santa Barbara,7/12/2019 0:00,7/12/2023 0:00,Provisional,Medicinal,Alex Van Wingerden,Data Not Available,(805) 455-5926,Data Not Available,8/11/2023 0:00,Limited Liability Company
CCL19-0003777,Cultivation -  Medium Outdoor,Active,Data Not Available,Dustin Silva sole proprietorship,Humboldt,12/21/2019 0:00,12/21/2024 0:00,Provisional,Adult-Use,Dustin Silva,Data Not Available,(707) 502-4298,Data Not Available,12/19/2023 0:00,Sole Proprietorship
CCL19-0003778,Cultivation -  Small Outdoor,Active,Data Not Available,Dustin Silva sole proprietorship,Humboldt,12/21/2019 0:00,12/21/2024 0:00,Provisional,Adult-Use,Dustin Silva,Data Not Available,(707) 502-4298,Data Not Available,12/19/2023 0:00,Sole Proprietorship
CCL19-0003782,Cultivation -  Small Mixed-Light Tier 1,Canceled,Data Not Available,"Ceres Farm, LLC",Santa Barbara,7/12/2019 0:00,7/12/2023 0:00,Provisional,Medicinal,Alex Van Wingerden,Data Not Available,(805) 455-5926,Data Not Available,7/17/2023 0:00,Limited Liability Company
CCL19-0003784,Cultivation -  Nursery,Active,Data Not Available,"Ceres Farm, LLC",Santa Barbara,7/12/2019 0:00,7/12/2024 0:00,Annual,Medicinal,Alex Van Wingerden,Data Not Available,(805) 455-5926,Data Not Available,7/10/2023 0:00,Limited Liability Company
CCL19-0003785,Cultivation -  Processor,Active,Data Not Available,"Ceres Farm, LLC",Santa Barbara,7/12/2019 0:00,7/12/2024 0:00,Annual,Medicinal,Alex Van Wingerden,Data Not Available,(805) 455-5926,Data Not Available,7/10/2023 0:00,Limited Liability Company
